#
# CITPC私用文字マッピングテーブル
#
# 更新履歴
#  2015-07-21 Ver1.0
#   初版
#  2018-05-31 Ver2.0
#   MJ文字情報一覧表Ver.005.01を参照し72文字のMJ文字図形名とその暫定私用コードを追加
#   MJ文字情報一覧表Ver.005.02を参照し2文字のMJ文字図形名とその暫定私用コードを追加
#
# MJ文字図形名	暫定私用コード
MJ007817	U+101477
MJ007818	U+101478
MJ007820	U+101479
MJ007821	U+10147A
MJ007822	U+10147B
MJ007823	U+10147C
MJ007824	U+10147D
MJ007825	U+10147E
MJ007826	U+10147F
MJ007827	U+101480
MJ007828	U+101481
MJ007829	U+101482
MJ007830	U+101483
MJ007831	U+101484
MJ007832	U+101485
MJ007833	U+101486
MJ007837	U+101487
MJ007838	U+101488
MJ007843	U+101489
MJ007844	U+10148A
MJ007851	U+10148B
MJ007852	U+10148C
MJ007853	U+10148D
MJ007859	U+10148E
MJ007860	U+10148F
MJ007861	U+101490
MJ007862	U+101491
MJ007868	U+101492
MJ007869	U+101493
MJ007885	U+101494
MJ007887	U+101495
MJ007888	U+101496
MJ007889	U+101497
MJ007891	U+101498
MJ007892	U+101499
MJ007893	U+10149A
MJ007897	U+10149B
MJ007898	U+10149C
MJ007899	U+10149D
MJ007900	U+10149E
MJ007902	U+10149F
MJ007903	U+1014A0
MJ007906	U+1014A1
MJ007907	U+1014A2
MJ007909	U+1014A3
MJ007911	U+1014A4
MJ007912	U+1014A5
MJ007913	U+1014A6
MJ007914	U+1014A7
MJ007915	U+1014A8
MJ007920	U+1014A9
MJ007931	U+1014AA
MJ007932	U+1014AB
MJ007948	U+1014AC
MJ007949	U+1014AD
MJ007950	U+1014AE
MJ007951	U+1014AF
MJ007952	U+1014B0
MJ007953	U+1014B1
MJ007954	U+1014B2
MJ007955	U+1014B3
MJ007962	U+1014B4
MJ007963	U+1014B5
MJ007965	U+1014B6
MJ007966	U+1014B7
MJ007985	U+1014B8
MJ007986	U+1014B9
MJ007987	U+1014BA
MJ007988	U+1014BB
MJ007989	U+1014BC
MJ007990	U+1014BD
MJ007995	U+1014BE
MJ007996	U+1014BF
MJ007998	U+1014C0
MJ008002	U+1014C1
MJ008009	U+1014C2
MJ008010	U+1014C3
MJ008011	U+1014C4
MJ008012	U+1014C5
MJ008013	U+1014C6
MJ008014	U+1014C7
MJ008015	U+1014C8
MJ008017	U+1014C9
MJ008018	U+1014CA
MJ008019	U+1014CB
MJ008031	U+1014CC
MJ008032	U+1014CD
MJ008034	U+1014CE
MJ008035	U+1014CF
MJ008039	U+1014D0
MJ008040	U+1014D1
MJ008041	U+1014D2
MJ008042	U+1014D3
MJ008047	U+1014D4
MJ008060	U+1014D5
MJ008061	U+1014D6
MJ008070	U+1014D7
MJ008071	U+1014D8
MJ008081	U+1014D9
MJ008082	U+1014DA
MJ008084	U+1014DB
MJ008085	U+1014DC
MJ008087	U+1014DD
MJ008097	U+1014DE
MJ008098	U+1014DF
MJ008100	U+1014E0
MJ008113	U+1014E1
MJ008114	U+1014E2
MJ008123	U+1014E3
MJ008124	U+1014E4
MJ008132	U+1014E5
MJ008133	U+1014E6
MJ008134	U+1014E7
MJ008144	U+1014E8
MJ008145	U+1014E9
MJ008158	U+1014EA
MJ008159	U+1014EB
MJ008168	U+1014EC
MJ008169	U+1014ED
MJ008189	U+1014EE
MJ008190	U+1014EF
MJ008191	U+1014F0
MJ008192	U+1014F1
MJ008201	U+1014F2
MJ008212	U+1014F3
MJ008213	U+1014F4
MJ008217	U+1014F5
MJ008218	U+1014F6
MJ008228	U+1014F7
MJ008229	U+1014F8
MJ008235	U+1014F9
MJ008236	U+1014FA
MJ008239	U+1014FB
MJ008240	U+1014FC
MJ008247	U+1014FD
MJ008260	U+1014FE
MJ008261	U+1014FF
MJ008265	U+101500
MJ008266	U+101501
MJ008270	U+101502
MJ008271	U+101503
MJ008279	U+101504
MJ008280	U+101505
MJ008290	U+101506
MJ008291	U+101507
MJ008302	U+101508
MJ008303	U+101509
MJ008313	U+10150A
MJ008314	U+10150B
MJ008320	U+10150C
MJ008321	U+10150D
MJ008325	U+10150E
MJ008326	U+10150F
MJ008349	U+101510
MJ008350	U+101511
MJ008351	U+101512
MJ008357	U+101513
MJ008358	U+101514
MJ008370	U+101515
MJ008371	U+101516
MJ008372	U+101517
MJ008373	U+101518
MJ008374	U+101519
MJ008376	U+10151A
MJ008377	U+10151B
MJ008378	U+10151C
MJ008383	U+10151D
MJ008384	U+10151E
MJ008391	U+10151F
MJ008392	U+101520
MJ008400	U+101521
MJ008401	U+101522
MJ008404	U+101523
MJ008405	U+101524
MJ008415	U+101525
MJ008416	U+101526
MJ008420	U+101527
MJ008421	U+101528
MJ008429	U+101529
MJ008430	U+10152A
MJ008431	U+10152B
MJ008432	U+10152C
MJ008433	U+10152D
MJ008435	U+10152E
MJ008436	U+10152F
MJ008445	U+101530
MJ008446	U+101531
MJ008448	U+101532
MJ008449	U+101533
MJ008451	U+101534
MJ008452	U+101535
MJ008458	U+101536
MJ008459	U+101537
MJ008460	U+101538
MJ008461	U+101539
MJ008464	U+10153A
MJ008465	U+10153B
MJ008468	U+10153C
MJ008469	U+10153D
MJ008470	U+10153E
MJ008480	U+10153F
MJ008481	U+101540
MJ008482	U+101541
MJ008483	U+101542
MJ008484	U+101543
MJ008485	U+101544
MJ008486	U+101545
MJ008487	U+101546
MJ008488	U+101547
MJ008491	U+101548
MJ008493	U+101549
MJ008494	U+10154A
MJ008501	U+10154B
MJ008502	U+10154C
MJ008507	U+10154D
MJ008508	U+10154E
MJ008511	U+10154F
MJ008512	U+101550
MJ008523	U+101551
MJ008524	U+101552
MJ008526	U+101553
MJ008527	U+101554
MJ008529	U+101555
MJ008538	U+101556
MJ008539	U+101557
MJ008540	U+101558
MJ008541	U+101559
MJ008545	U+10155A
MJ008546	U+10155B
MJ008549	U+10155C
MJ008550	U+10155D
MJ008551	U+10155E
MJ008561	U+10155F
MJ008562	U+101560
MJ008574	U+101561
MJ008575	U+101562
MJ008576	U+101563
MJ008577	U+101564
MJ008578	U+101565
MJ008581	U+101566
MJ008582	U+101567
MJ008583	U+101568
MJ008595	U+101569
MJ008596	U+10156A
MJ008603	U+10156B
MJ008604	U+10156C
MJ008610	U+10156D
MJ008611	U+10156E
MJ008614	U+10156F
MJ008615	U+101570
MJ008619	U+101571
MJ008620	U+101572
MJ008622	U+101573
MJ008623	U+101574
MJ008636	U+101575
MJ008637	U+101576
MJ008641	U+101577
MJ008642	U+101578
MJ008643	U+101579
MJ008645	U+10157A
MJ008646	U+10157B
MJ008648	U+10157C
MJ008649	U+10157D
MJ008650	U+10157E
MJ008651	U+10157F
MJ008656	U+101580
MJ008657	U+101581
MJ008674	U+101582
MJ008675	U+101583
MJ008683	U+101584
MJ008686	U+101585
MJ008687	U+101586
MJ008693	U+101587
MJ008694	U+101588
MJ008697	U+101589
MJ008698	U+10158A
MJ008699	U+10158B
MJ008701	U+10158C
MJ008702	U+10158D
MJ008704	U+10158E
MJ008705	U+10158F
MJ008711	U+101590
MJ008712	U+101591
MJ008715	U+101592
MJ008716	U+101593
MJ008717	U+101594
MJ008718	U+101595
MJ008720	U+101596
MJ008721	U+101597
MJ008725	U+101598
MJ008726	U+101599
MJ008733	U+10159A
MJ008734	U+10159B
MJ008735	U+10159C
MJ008744	U+10159D
MJ008745	U+10159E
MJ008749	U+10159F
MJ008750	U+1015A0
MJ008752	U+1015A1
MJ008753	U+1015A2
MJ008757	U+1015A3
MJ008758	U+1015A4
MJ008764	U+1015A5
MJ008765	U+1015A6
MJ008766	U+1015A7
MJ008767	U+1015A8
MJ008778	U+1015A9
MJ008779	U+1015AA
MJ008783	U+1015AB
MJ008784	U+1015AC
MJ008785	U+1015AD
MJ008786	U+1015AE
MJ008787	U+1015AF
MJ008793	U+1015B0
MJ008794	U+1015B1
MJ008798	U+1015B2
MJ008799	U+1015B3
MJ008801	U+1015B4
MJ008802	U+1015B5
MJ008803	U+1015B6
MJ008808	U+1015B7
MJ008809	U+1015B8
MJ008810	U+1015B9
MJ008816	U+1015BA
MJ008817	U+1015BB
MJ008836	U+1015BC
MJ008837	U+1015BD
MJ008843	U+1015BE
MJ008844	U+1015BF
MJ008855	U+1015C0
MJ008856	U+1015C1
MJ008861	U+1015C2
MJ008862	U+1015C3
MJ008864	U+1015C4
MJ008865	U+1015C5
MJ008868	U+1015C6
MJ008869	U+1015C7
MJ008870	U+1015C8
MJ008871	U+1015C9
MJ008874	U+1015CA
MJ008875	U+1015CB
MJ008880	U+1015CC
MJ008881	U+1015CD
MJ008882	U+1015CE
MJ008883	U+1015CF
MJ008887	U+1015D0
MJ008888	U+1015D1
MJ008896	U+1015D2
MJ008897	U+1015D3
MJ008906	U+1015D4
MJ008907	U+1015D5
MJ008908	U+1015D6
MJ008916	U+1015D7
MJ008917	U+1015D8
MJ008934	U+1015D9
MJ008935	U+1015DA
MJ008936	U+1015DB
MJ008937	U+1015DC
MJ008966	U+1015DD
MJ008967	U+1015DE
MJ008996	U+1015DF
MJ008997	U+1015E0
MJ008998	U+1015E1
MJ008999	U+1015E2
MJ009007	U+1015E3
MJ009008	U+1015E4
MJ009009	U+1015E5
MJ009010	U+1015E6
MJ009019	U+1015E7
MJ009020	U+1015E8
MJ009033	U+1015E9
MJ009055	U+1015EA
MJ009056	U+1015EB
MJ009062	U+1015EC
MJ009063	U+1015ED
MJ009067	U+1015EE
MJ009068	U+1015EF
MJ009069	U+1015F0
MJ009070	U+1015F1
MJ009073	U+1015F2
MJ009074	U+1015F3
MJ009075	U+1015F4
MJ009090	U+1015F5
MJ009091	U+1015F6
MJ009106	U+1015F7
MJ009107	U+1015F8
MJ009109	U+1015F9
MJ009110	U+1015FA
MJ009112	U+1015FB
MJ009113	U+1015FC
MJ009134	U+1015FD
MJ009135	U+1015FE
MJ009142	U+1015FF
MJ009143	U+101600
MJ009149	U+101601
MJ009150	U+101602
MJ009167	U+101603
MJ009168	U+101604
MJ009169	U+101605
MJ009170	U+101606
MJ009171	U+101607
MJ009172	U+101608
MJ009174	U+101609
MJ009175	U+10160A
MJ009176	U+10160B
MJ009177	U+10160C
MJ009179	U+10160D
MJ009180	U+10160E
MJ009186	U+10160F
MJ009187	U+101610
MJ009190	U+101611
MJ009193	U+101612
MJ009195	U+101613
MJ009196	U+101614
MJ009201	U+101615
MJ009202	U+101616
MJ009205	U+101617
MJ009206	U+101618
MJ009210	U+101619
MJ009211	U+10161A
MJ009212	U+10161B
MJ009213	U+10161C
MJ009214	U+10161D
MJ009215	U+10161E
MJ009216	U+10161F
MJ009221	U+101620
MJ009222	U+101621
MJ009236	U+101622
MJ009237	U+101623
MJ009254	U+101624
MJ009255	U+101625
MJ009256	U+101626
MJ009257	U+101627
MJ009259	U+101628
MJ009260	U+101629
MJ009270	U+10162A
MJ009271	U+10162B
MJ009272	U+10162C
MJ009279	U+10162D
MJ009280	U+10162E
MJ009285	U+10162F
MJ009286	U+101630
MJ009287	U+101631
MJ009289	U+101632
MJ009290	U+101633
MJ009291	U+101634
MJ009292	U+101635
MJ009301	U+101636
MJ009304	U+101637
MJ009305	U+101638
MJ009306	U+101639
MJ009315	U+10163A
MJ009319	U+10163B
MJ009320	U+10163C
MJ009322	U+10163D
MJ009323	U+10163E
MJ009333	U+10163F
MJ009334	U+101640
MJ009337	U+101641
MJ009338	U+101642
MJ009344	U+101643
MJ009345	U+101644
MJ009347	U+101645
MJ009348	U+101646
MJ009350	U+101647
MJ009351	U+101648
MJ009352	U+101649
MJ009353	U+10164A
MJ009355	U+10164B
MJ009356	U+10164C
MJ009360	U+10164D
MJ009361	U+10164E
MJ009365	U+10164F
MJ009366	U+101650
MJ009368	U+101651
MJ009369	U+101652
MJ009370	U+101653
MJ009371	U+101654
MJ009372	U+101655
MJ009373	U+101656
MJ009377	U+101657
MJ009378	U+101658
MJ009390	U+101659
MJ009391	U+10165A
MJ009392	U+10165B
MJ009393	U+10165C
MJ009395	U+10165D
MJ009401	U+10165E
MJ009404	U+10165F
MJ009408	U+101660
MJ009409	U+101661
MJ009413	U+101662
MJ009414	U+101663
MJ009419	U+101664
MJ009420	U+101665
MJ009423	U+101666
MJ009424	U+101667
MJ009425	U+101668
MJ009426	U+101669
MJ009427	U+10166A
MJ009428	U+10166B
MJ009429	U+10166C
MJ009431	U+10166D
MJ009432	U+10166E
MJ009433	U+10166F
MJ009434	U+101670
MJ009438	U+101671
MJ009439	U+101672
MJ009446	U+101673
MJ009447	U+101674
MJ009468	U+101675
MJ009469	U+101676
MJ009479	U+101677
MJ009480	U+101678
MJ009490	U+101679
MJ009491	U+10167A
MJ009492	U+10167B
MJ009493	U+10167C
MJ009495	U+10167D
MJ009496	U+10167E
MJ009497	U+10167F
MJ009498	U+101680
MJ009502	U+101681
MJ009503	U+101682
MJ009512	U+101683
MJ009513	U+101684
MJ009514	U+101685
MJ009515	U+101686
MJ009516	U+101687
MJ009517	U+101688
MJ009519	U+101689
MJ009520	U+10168A
MJ009521	U+10168B
MJ009522	U+10168C
MJ009524	U+10168D
MJ009525	U+10168E
MJ009530	U+10168F
MJ009531	U+101690
MJ009539	U+101691
MJ009541	U+101692
MJ009542	U+101693
MJ009557	U+101694
MJ009558	U+101695
MJ009560	U+101696
MJ009561	U+101697
MJ009563	U+101698
MJ009564	U+101699
MJ009586	U+10169A
MJ009587	U+10169B
MJ009592	U+10169C
MJ009593	U+10169D
MJ009598	U+10169E
MJ009599	U+10169F
MJ009636	U+1016A0
MJ009637	U+1016A1
MJ009647	U+1016A2
MJ009648	U+1016A3
MJ009650	U+1016A4
MJ009651	U+1016A5
MJ009660	U+1016A6
MJ009661	U+1016A7
MJ009670	U+1016A8
MJ009671	U+1016A9
MJ009690	U+1016AA
MJ009691	U+1016AB
MJ009693	U+1016AC
MJ009694	U+1016AD
MJ009719	U+1016AE
MJ009720	U+1016AF
MJ009734	U+1016B0
MJ009735	U+1016B1
MJ009744	U+1016B2
MJ009745	U+1016B3
MJ009756	U+1016B4
MJ009763	U+1016B5
MJ009764	U+1016B6
MJ009768	U+1016B7
MJ009769	U+1016B8
MJ009796	U+1016B9
MJ009797	U+1016BA
MJ009798	U+1016BB
MJ009799	U+1016BC
MJ009804	U+1016BD
MJ009805	U+1016BE
MJ009820	U+1016BF
MJ009821	U+1016C0
MJ009836	U+1016C1
MJ009845	U+1016C2
MJ009846	U+1016C3
MJ009851	U+1016C4
MJ009852	U+1016C5
MJ009859	U+1016C6
MJ009860	U+1016C7
MJ009875	U+1016C8
MJ009876	U+1016C9
MJ009881	U+1016CA
MJ009882	U+1016CB
MJ009883	U+1016CC
MJ009887	U+1016CD
MJ009888	U+1016CE
MJ009889	U+1016CF
MJ009891	U+1016D0
MJ009892	U+1016D1
MJ009893	U+1016D2
MJ009894	U+1016D3
MJ009895	U+1016D4
MJ009907	U+1016D5
MJ009908	U+1016D6
MJ009909	U+1016D7
MJ009910	U+1016D8
MJ009917	U+1016D9
MJ009918	U+1016DA
MJ009921	U+1016DB
MJ009922	U+1016DC
MJ009923	U+1016DD
MJ009924	U+1016DE
MJ009925	U+1016DF
MJ009926	U+1016E0
MJ009929	U+1016E1
MJ009930	U+1016E2
MJ009932	U+1016E3
MJ009933	U+1016E4
MJ009969	U+1016E5
MJ009970	U+1016E6
MJ010008	U+1016E7
MJ010009	U+1016E8
MJ010019	U+1016E9
MJ010020	U+1016EA
MJ010021	U+1016EB
MJ010024	U+1016EC
MJ010025	U+1016ED
MJ010032	U+1016EE
MJ010033	U+1016EF
MJ010060	U+1016F0
MJ010061	U+1016F1
MJ010071	U+1016F2
MJ010072	U+1016F3
MJ010073	U+1016F4
MJ010077	U+1016F5
MJ010078	U+1016F6
MJ010084	U+1016F7
MJ010087	U+1016F8
MJ010088	U+1016F9
MJ010090	U+1016FA
MJ010091	U+1016FB
MJ010092	U+1016FC
MJ010093	U+1016FD
MJ010099	U+1016FE
MJ010100	U+1016FF
MJ010101	U+101700
MJ010102	U+101701
MJ010110	U+101702
MJ010121	U+101703
MJ010122	U+101704
MJ010139	U+101705
MJ010140	U+101706
MJ010157	U+101707
MJ010158	U+101708
MJ010159	U+101709
MJ010160	U+10170A
MJ010161	U+10170B
MJ010163	U+10170C
MJ010164	U+10170D
MJ010165	U+10170E
MJ010166	U+10170F
MJ010171	U+101710
MJ010175	U+101711
MJ010176	U+101712
MJ010179	U+101713
MJ010180	U+101714
MJ010181	U+101715
MJ010185	U+101716
MJ010186	U+101717
MJ010187	U+101718
MJ010188	U+101719
MJ010196	U+10171A
MJ010197	U+10171B
MJ010199	U+10171C
MJ010200	U+10171D
MJ010205	U+10171E
MJ010206	U+10171F
MJ010207	U+101720
MJ010208	U+101721
MJ010210	U+101722
MJ010211	U+101723
MJ010213	U+101724
MJ010214	U+101725
MJ010217	U+101726
MJ010218	U+101727
MJ010222	U+101728
MJ010223	U+101729
MJ010225	U+10172A
MJ010226	U+10172B
MJ010227	U+10172C
MJ010228	U+10172D
MJ010230	U+10172E
MJ010231	U+10172F
MJ010236	U+101730
MJ010237	U+101731
MJ010238	U+101732
MJ010248	U+101733
MJ010249	U+101734
MJ010250	U+101735
MJ010251	U+101736
MJ010256	U+101737
MJ010257	U+101738
MJ010259	U+101739
MJ010260	U+10173A
MJ010265	U+10173B
MJ010266	U+10173C
MJ010268	U+10173D
MJ010269	U+10173E
MJ010270	U+10173F
MJ010271	U+101740
MJ010272	U+101741
MJ010273	U+101742
MJ010274	U+101743
MJ010275	U+101744
MJ010276	U+101745
MJ010277	U+101746
MJ010278	U+101747
MJ010279	U+101748
MJ010282	U+101749
MJ010283	U+10174A
MJ010294	U+10174B
MJ010295	U+10174C
MJ010304	U+10174D
MJ010305	U+10174E
MJ010309	U+10174F
MJ010310	U+101750
MJ010311	U+101751
MJ010316	U+101752
MJ010317	U+101753
MJ010318	U+101754
MJ010329	U+101755
MJ010330	U+101756
MJ010342	U+101757
MJ010343	U+101758
MJ010352	U+101759
MJ010353	U+10175A
MJ010355	U+10175B
MJ010356	U+10175C
MJ010358	U+10175D
MJ010359	U+10175E
MJ010361	U+10175F
MJ010362	U+101760
MJ010373	U+101761
MJ010374	U+101762
MJ010378	U+101763
MJ010379	U+101764
MJ010380	U+101765
MJ010388	U+101766
MJ010410	U+101767
MJ010411	U+101768
MJ010416	U+101769
MJ010417	U+10176A
MJ010418	U+10176B
MJ010419	U+10176C
MJ010423	U+10176D
MJ010426	U+10176E
MJ010427	U+10176F
MJ010465	U+101770
MJ010466	U+101771
MJ010468	U+101772
MJ010506	U+101773
MJ010507	U+101774
MJ010521	U+101775
MJ010522	U+101776
MJ010523	U+101777
MJ010524	U+101778
MJ010531	U+101779
MJ010532	U+10177A
MJ010537	U+10177B
MJ010538	U+10177C
MJ010553	U+10177D
MJ010554	U+10177E
MJ010557	U+10177F
MJ010558	U+101780
MJ010562	U+101781
MJ010563	U+101782
MJ010564	U+101783
MJ010565	U+101784
MJ010570	U+101785
MJ010571	U+101786
MJ010573	U+101787
MJ010574	U+101788
MJ010575	U+101789
MJ010576	U+10178A
MJ010592	U+10178B
MJ010593	U+10178C
MJ010595	U+10178D
MJ010596	U+10178E
MJ010602	U+10178F
MJ010633	U+101790
MJ010634	U+101791
MJ010636	U+101792
MJ010637	U+101793
MJ010640	U+101794
MJ010641	U+101795
MJ010649	U+101796
MJ010650	U+101797
MJ010662	U+101798
MJ010663	U+101799
MJ010668	U+10179A
MJ010669	U+10179B
MJ010677	U+10179C
MJ010678	U+10179D
MJ010680	U+10179E
MJ010681	U+10179F
MJ010688	U+1017A0
MJ010689	U+1017A1
MJ010713	U+1017A2
MJ010714	U+1017A3
MJ010727	U+1017A4
MJ010728	U+1017A5
MJ010730	U+1017A6
MJ010731	U+1017A7
MJ010732	U+1017A8
MJ010737	U+1017A9
MJ010738	U+1017AA
MJ010742	U+1017AB
MJ010743	U+1017AC
MJ010744	U+1017AD
MJ010745	U+1017AE
MJ010746	U+1017AF
MJ010751	U+1017B0
MJ010752	U+1017B1
MJ010753	U+1017B2
MJ010754	U+1017B3
MJ010757	U+1017B4
MJ010758	U+1017B5
MJ010759	U+1017B6
MJ010767	U+1017B7
MJ010768	U+1017B8
MJ010769	U+1017B9
MJ010770	U+1017BA
MJ010774	U+1017BB
MJ010776	U+1017BC
MJ010777	U+1017BD
MJ010778	U+1017BE
MJ010779	U+1017BF
MJ010789	U+1017C0
MJ010790	U+1017C1
MJ010791	U+1017C2
MJ010792	U+1017C3
MJ010793	U+1017C4
MJ010794	U+1017C5
MJ010798	U+1017C6
MJ010799	U+1017C7
MJ010800	U+1017C8
MJ010801	U+1017C9
MJ010802	U+1017CA
MJ010817	U+1017CB
MJ010822	U+1017CC
MJ010823	U+1017CD
MJ010830	U+1017CE
MJ010831	U+1017CF
MJ010833	U+1017D0
MJ010834	U+1017D1
MJ010840	U+1017D2
MJ010841	U+1017D3
MJ010844	U+1017D4
MJ010845	U+1017D5
MJ010848	U+1017D6
MJ010852	U+1017D7
MJ010853	U+1017D8
MJ010854	U+1017D9
MJ010855	U+1017DA
MJ010856	U+1017DB
MJ010857	U+1017DC
MJ010867	U+1017DD
MJ010868	U+1017DE
MJ010869	U+1017DF
MJ010870	U+1017E0
MJ010874	U+1017E1
MJ010875	U+1017E2
MJ010876	U+1017E3
MJ010877	U+1017E4
MJ010878	U+1017E5
MJ010895	U+1017E6
MJ010896	U+1017E7
MJ010897	U+1017E8
MJ010898	U+1017E9
MJ010902	U+1017EA
MJ010903	U+1017EB
MJ010905	U+1017EC
MJ010906	U+1017ED
MJ010910	U+1017EE
MJ010911	U+1017EF
MJ010914	U+1017F0
MJ010915	U+1017F1
MJ010916	U+1017F2
MJ010917	U+1017F3
MJ010918	U+1017F4
MJ010919	U+1017F5
MJ010923	U+1017F6
MJ010924	U+1017F7
MJ010925	U+1017F8
MJ010926	U+1017F9
MJ010927	U+1017FA
MJ010930	U+1017FB
MJ010931	U+1017FC
MJ010932	U+1017FD
MJ010933	U+1017FE
MJ010935	U+1017FF
MJ010936	U+101800
MJ010938	U+101801
MJ010939	U+101802
MJ010942	U+101803
MJ010943	U+101804
MJ010944	U+101805
MJ010945	U+101806
MJ010946	U+101807
MJ010947	U+101808
MJ010948	U+101809
MJ010951	U+10180A
MJ010952	U+10180B
MJ010958	U+10180C
MJ010979	U+10180D
MJ010980	U+10180E
MJ010981	U+10180F
MJ010996	U+101810
MJ011002	U+101811
MJ011003	U+101812
MJ011004	U+101813
MJ011005	U+101814
MJ011006	U+101815
MJ011012	U+101816
MJ011015	U+101817
MJ011016	U+101818
MJ011017	U+101819
MJ011018	U+10181A
MJ011019	U+10181B
MJ011020	U+10181C
MJ011022	U+10181D
MJ011023	U+10181E
MJ011025	U+10181F
MJ011026	U+101820
MJ011027	U+101821
MJ011028	U+101822
MJ011038	U+101823
MJ011039	U+101824
MJ011040	U+101825
MJ011041	U+101826
MJ011042	U+101827
MJ011045	U+101828
MJ011046	U+101829
MJ011047	U+10182A
MJ011048	U+10182B
MJ011049	U+10182C
MJ011050	U+10182D
MJ011051	U+10182E
MJ011052	U+10182F
MJ011058	U+101830
MJ011059	U+101831
MJ011060	U+101832
MJ011062	U+101833
MJ011063	U+101834
MJ011069	U+101835
MJ011070	U+101836
MJ011071	U+101837
MJ011072	U+101838
MJ011075	U+101839
MJ011076	U+10183A
MJ011077	U+10183B
MJ011078	U+10183C
MJ011098	U+10183D
MJ011099	U+10183E
MJ011100	U+10183F
MJ011101	U+101840
MJ011102	U+101841
MJ011103	U+101842
MJ011104	U+101843
MJ011105	U+101844
MJ011106	U+101845
MJ011107	U+101846
MJ011108	U+101847
MJ011109	U+101848
MJ011110	U+101849
MJ011111	U+10184A
MJ011112	U+10184B
MJ011113	U+10184C
MJ011114	U+10184D
MJ011115	U+10184E
MJ011116	U+10184F
MJ011117	U+101850
MJ011118	U+101851
MJ011119	U+101852
MJ011120	U+101853
MJ011121	U+101854
MJ011125	U+101855
MJ011126	U+101856
MJ011133	U+101857
MJ011134	U+101858
MJ011136	U+101859
MJ011137	U+10185A
MJ011140	U+10185B
MJ011141	U+10185C
MJ011143	U+10185D
MJ011144	U+10185E
MJ011149	U+10185F
MJ011150	U+101860
MJ011153	U+101861
MJ011154	U+101862
MJ011167	U+101863
MJ011168	U+101864
MJ011169	U+101865
MJ011170	U+101866
MJ011177	U+101867
MJ011178	U+101868
MJ011180	U+101869
MJ011181	U+10186A
MJ011184	U+10186B
MJ011185	U+10186C
MJ011190	U+10186D
MJ011191	U+10186E
MJ011197	U+10186F
MJ011198	U+101870
MJ011208	U+101871
MJ011209	U+101872
MJ011210	U+101873
MJ011211	U+101874
MJ011219	U+101875
MJ011220	U+101876
MJ011221	U+101877
MJ011225	U+101878
MJ011226	U+101879
MJ011227	U+10187A
MJ011232	U+10187B
MJ011233	U+10187C
MJ011234	U+10187D
MJ011235	U+10187E
MJ011236	U+10187F
MJ011237	U+101880
MJ011240	U+101881
MJ011243	U+101882
MJ011244	U+101883
MJ011248	U+101884
MJ011249	U+101885
MJ011253	U+101886
MJ011254	U+101887
MJ011260	U+101888
MJ011261	U+101889
MJ011262	U+10188A
MJ011263	U+10188B
MJ011266	U+10188C
MJ011267	U+10188D
MJ011272	U+10188E
MJ011273	U+10188F
MJ011277	U+101890
MJ011278	U+101891
MJ011289	U+101892
MJ011290	U+101893
MJ011302	U+101894
MJ011303	U+101895
MJ011306	U+101896
MJ011307	U+101897
MJ011315	U+101898
MJ011316	U+101899
MJ011321	U+10189A
MJ011324	U+10189B
MJ011325	U+10189C
MJ011326	U+10189D
MJ011329	U+10189E
MJ011330	U+10189F
MJ011337	U+1018A0
MJ011338	U+1018A1
MJ011339	U+1018A2
MJ011340	U+1018A3
MJ011342	U+1018A4
MJ011343	U+1018A5
MJ011344	U+1018A6
MJ011345	U+1018A7
MJ011349	U+1018A8
MJ011350	U+1018A9
MJ011353	U+1018AA
MJ011354	U+1018AB
MJ011356	U+1018AC
MJ011357	U+1018AD
MJ011362	U+1018AE
MJ011363	U+1018AF
MJ011378	U+1018B0
MJ011379	U+1018B1
MJ011380	U+1018B2
MJ011392	U+1018B3
MJ011393	U+1018B4
MJ011394	U+1018B5
MJ011395	U+1018B6
MJ011400	U+1018B7
MJ011401	U+1018B8
MJ011402	U+1018B9
MJ011403	U+1018BA
MJ011418	U+1018BB
MJ011419	U+1018BC
MJ011422	U+1018BD
MJ011423	U+1018BE
MJ011438	U+1018BF
MJ011439	U+1018C0
MJ011472	U+1018C1
MJ011473	U+1018C2
MJ011474	U+1018C3
MJ011475	U+1018C4
MJ011476	U+1018C5
MJ011509	U+1018C6
MJ011515	U+1018C7
MJ011519	U+1018C8
MJ011520	U+1018C9
MJ011530	U+1018CA
MJ011531	U+1018CB
MJ011532	U+1018CC
MJ011537	U+1018CD
MJ011538	U+1018CE
MJ011539	U+1018CF
MJ011542	U+1018D0
MJ011543	U+1018D1
MJ011555	U+1018D2
MJ011556	U+1018D3
MJ011561	U+1018D4
MJ011563	U+1018D5
MJ011564	U+1018D6
MJ011565	U+1018D7
MJ011568	U+1018D8
MJ011569	U+1018D9
MJ011572	U+1018DA
MJ011573	U+1018DB
MJ011580	U+1018DC
MJ011581	U+1018DD
MJ011591	U+1018DE
MJ011594	U+1018DF
MJ011595	U+1018E0
MJ011596	U+1018E1
MJ011608	U+1018E2
MJ011613	U+1018E3
MJ011614	U+1018E4
MJ011618	U+1018E5
MJ011619	U+1018E6
MJ011624	U+1018E7
MJ011625	U+1018E8
MJ011639	U+1018E9
MJ011640	U+1018EA
MJ011647	U+1018EB
MJ011648	U+1018EC
MJ011649	U+1018ED
MJ011650	U+1018EE
MJ011651	U+1018EF
MJ011652	U+1018F0
MJ011664	U+1018F1
