#
# CITPC私用文字マッピングテーブル
#
# 更新履歴
#  2015-07-21 Ver1.0
#   初版
#  2018-05-31 Ver2.0
#   MJ文字情報一覧表Ver.005.01を参照し72文字のMJ文字図形名とその暫定私用コードを追加
#   MJ文字情報一覧表Ver.005.02を参照し2文字のMJ文字図形名とその暫定私用コードを追加
#
# MJ文字図形名	暫定私用コード
MJ035227	U+1035C5
MJ035446	U+1035C6
MJ035453	U+1035C7
MJ035454	U+1035C8
MJ035470	U+1035C9
MJ035471	U+1035CA
MJ035483	U+1035CB
MJ035484	U+1035CC
MJ035485	U+1035CD
MJ035497	U+1035CE
MJ035498	U+1035CF
MJ035828	U+1035D0
MJ035829	U+1035D1
MJ035886	U+1035D2
MJ035887	U+1035D3
MJ035901	U+1035D4
MJ035902	U+1035D5
MJ036142	U+1035D6
MJ036143	U+1035D7
MJ036311	U+1035D8
MJ036334	U+1035D9
MJ036335	U+1035DA
MJ036350	U+1035DB
MJ036351	U+1035DC
MJ036372	U+1035DD
MJ036373	U+1035DE
MJ036395	U+1035DF
MJ036396	U+1035E0
MJ036476	U+1035E1
MJ036477	U+1035E2
MJ036532	U+1035E3
MJ036533	U+1035E4
MJ036681	U+1035E5
MJ036872	U+1035E6
MJ036909	U+1035E7
MJ036910	U+1035E8
MJ036938	U+1035E9
MJ037021	U+1035EA
MJ037022	U+1035EB
MJ037047	U+1035EC
MJ037116	U+1035ED
MJ037127	U+1035EE
MJ037128	U+1035EF
MJ037178	U+1035F0
MJ037219	U+1035F1
MJ037220	U+1035F2
MJ037262	U+1035F3
MJ037369	U+1035F4
MJ037377	U+1035F5
MJ037378	U+1035F6
MJ037379	U+1035F7
MJ037384	U+1035F8
MJ037452	U+1035F9
MJ037453	U+1035FA
MJ037540	U+1035FB
MJ037541	U+1035FC
MJ037586	U+1035FD
MJ037587	U+1035FE
MJ037591	U+1035FF
MJ037592	U+103600
MJ037624	U+103601
MJ037801	U+103602
MJ037805	U+103603
MJ037806	U+103604
MJ037876	U+103605
MJ037877	U+103606
MJ037888	U+103607
MJ037889	U+103608
MJ037903	U+103609
MJ037904	U+10360A
MJ037909	U+10360B
MJ037910	U+10360C
MJ037911	U+10360D
MJ037938	U+10360E
MJ037939	U+10360F
MJ037953	U+103610
MJ037954	U+103611
MJ038010	U+103612
MJ038011	U+103613
MJ038052	U+103614
MJ038053	U+103615
MJ038099	U+103616
MJ038132	U+103617
MJ038133	U+103618
MJ038173	U+103619
MJ038174	U+10361A
MJ038175	U+10361B
MJ038207	U+10361C
MJ038208	U+10361D
MJ038222	U+10361E
MJ038223	U+10361F
MJ038279	U+103620
MJ038318	U+103621
MJ038319	U+103622
MJ038332	U+103623
MJ038333	U+103624
MJ038344	U+103625
MJ038345	U+103626
MJ038365	U+103627
MJ038377	U+103628
MJ038419	U+103629
MJ038420	U+10362A
MJ038425	U+10362B
MJ038426	U+10362C
MJ038532	U+10362D
MJ038533	U+10362E
MJ038549	U+10362F
MJ038677	U+103630
MJ038875	U+103631
MJ038876	U+103632
MJ038889	U+103633
MJ038908	U+103634
MJ038909	U+103635
MJ039067	U+103636
MJ039189	U+103637
MJ039190	U+103638
MJ039217	U+103639
MJ039218	U+10363A
MJ039272	U+10363B
MJ039336	U+10363C
MJ039398	U+10363D
MJ039399	U+10363E
MJ039441	U+10363F
MJ039442	U+103640
MJ039540	U+103641
MJ039727	U+103642
MJ039728	U+103643
MJ039755	U+103644
MJ039931	U+103645
MJ039932	U+103646
MJ039947	U+103647
MJ039953	U+103648
MJ039982	U+103649
MJ040070	U+10364A
MJ040229	U+10364B
MJ040230	U+10364C
MJ040233	U+10364D
MJ040234	U+10364E
MJ040250	U+10364F
MJ040281	U+103650
MJ040282	U+103651
MJ040284	U+103652
MJ040288	U+103653
MJ040315	U+103654
MJ040623	U+103655
MJ040624	U+103656
MJ040909	U+103657
MJ041325	U+103658
MJ041326	U+103659
MJ041343	U+10365A
MJ041344	U+10365B
MJ041389	U+10365C
MJ041408	U+10365D
MJ041409	U+10365E
MJ041469	U+10365F
MJ041470	U+103660
MJ041531	U+103661
MJ041755	U+103662
MJ041756	U+103663
MJ042063	U+103664
MJ042064	U+103665
MJ042170	U+103666
MJ042171	U+103667
MJ042172	U+103668
MJ042173	U+103669
MJ042187	U+10366A
MJ042188	U+10366B
MJ042189	U+10366C
MJ042288	U+10366D
MJ042289	U+10366E
MJ042408	U+10366F
MJ042409	U+103670
MJ042411	U+103671
MJ042858	U+103672
MJ042964	U+103673
MJ042965	U+103674
MJ042970	U+103675
MJ042971	U+103676
MJ042975	U+103677
MJ042976	U+103678
MJ042980	U+103679
MJ042981	U+10367A
MJ043002	U+10367B
MJ043007	U+10367C
MJ043008	U+10367D
MJ043009	U+10367E
MJ043035	U+10367F
MJ043036	U+103680
MJ043037	U+103681
MJ043047	U+103682
MJ043048	U+103683
MJ043051	U+103684
MJ043052	U+103685
MJ043063	U+103686
MJ043064	U+103687
MJ043075	U+103688
MJ043076	U+103689
MJ043079	U+10368A
MJ043080	U+10368B
MJ043092	U+10368C
MJ043093	U+10368D
MJ043117	U+10368E
MJ043169	U+10368F
MJ043174	U+103690
MJ043175	U+103691
MJ043183	U+103692
MJ043184	U+103693
MJ043218	U+103694
MJ043219	U+103695
MJ043238	U+103696
MJ043243	U+103697
MJ043244	U+103698
MJ043546	U+103699
MJ043547	U+10369A
MJ043613	U+10369B
MJ043614	U+10369C
MJ043638	U+10369D
MJ043639	U+10369E
MJ043650	U+10369F
MJ043731	U+1036A0
MJ043732	U+1036A1
MJ043779	U+1036A2
MJ043780	U+1036A3
MJ043882	U+1036A4
MJ043899	U+1036A5
MJ043900	U+1036A6
MJ044247	U+1036A7
MJ044340	U+1036A8
MJ044396	U+1036A9
MJ044397	U+1036AA
MJ044414	U+1036AB
MJ044581	U+1036AC
MJ044582	U+1036AD
MJ044706	U+1036AE
MJ044738	U+1036AF
MJ044739	U+1036B0
MJ044742	U+1036B1
MJ044743	U+1036B2
MJ044772	U+1036B3
MJ044778	U+1036B4
MJ044779	U+1036B5
MJ044801	U+1036B6
MJ044802	U+1036B7
MJ044829	U+1036B8
MJ044830	U+1036B9
MJ044844	U+1036BA
MJ044887	U+1036BB
MJ044888	U+1036BC
MJ044922	U+1036BD
MJ044942	U+1036BE
MJ045039	U+1036BF
MJ045040	U+1036C0
MJ045050	U+1036C1
MJ045051	U+1036C2
MJ045052	U+1036C3
MJ045109	U+1036C4
MJ045110	U+1036C5
MJ045111	U+1036C6
MJ045112	U+1036C7
MJ045176	U+1036C8
MJ045177	U+1036C9
MJ045235	U+1036CA
MJ045303	U+1036CB
MJ045304	U+1036CC
MJ045377	U+1036CD
MJ045380	U+1036CE
MJ045381	U+1036CF
MJ045549	U+1036D0
MJ045550	U+1036D1
MJ045557	U+1036D2
MJ045558	U+1036D3
MJ045672	U+1036D4
MJ045673	U+1036D5
MJ045787	U+1036D6
MJ045850	U+1036D7
MJ045851	U+1036D8
MJ045852	U+1036D9
MJ045853	U+1036DA
MJ045854	U+1036DB
MJ045862	U+1036DC
MJ045863	U+1036DD
MJ045921	U+1036DE
MJ045932	U+1036DF
MJ045933	U+1036E0
MJ045973	U+1036E1
MJ045991	U+1036E2
MJ045995	U+1036E3
MJ045996	U+1036E4
MJ046074	U+1036E5
MJ046224	U+1036E6
MJ046225	U+1036E7
MJ046292	U+1036E8
MJ046308	U+1036E9
MJ046309	U+1036EA
MJ046311	U+1036EB
MJ046312	U+1036EC
MJ046313	U+1036ED
MJ046314	U+1036EE
MJ046464	U+1036EF
MJ046522	U+1036F0
MJ046523	U+1036F1
MJ046536	U+1036F2
MJ046537	U+1036F3
MJ046538	U+1036F4
MJ046585	U+1036F5
MJ046586	U+1036F6
MJ046772	U+1036F7
MJ046773	U+1036F8
MJ046814	U+1036F9
MJ046815	U+1036FA
MJ046818	U+1036FB
MJ046819	U+1036FC
MJ046950	U+1036FD
MJ046951	U+1036FE
MJ046954	U+1036FF
MJ046955	U+103700
MJ046956	U+103701
MJ047027	U+103702
MJ047028	U+103703
MJ047031	U+103704
MJ047032	U+103705
MJ047041	U+103706
MJ047042	U+103707
MJ047079	U+103708
MJ047080	U+103709
MJ047141	U+10370A
MJ047142	U+10370B
MJ047258	U+10370C
MJ047259	U+10370D
MJ047264	U+10370E
MJ047265	U+10370F
MJ047295	U+103710
MJ047296	U+103711
MJ047340	U+103712
MJ047433	U+103713
MJ047434	U+103714
MJ047463	U+103715
MJ047464	U+103716
MJ047541	U+103717
MJ047542	U+103718
MJ047564	U+103719
MJ047565	U+10371A
MJ047613	U+10371B
MJ047614	U+10371C
MJ047684	U+10371D
MJ047757	U+10371E
MJ047758	U+10371F
MJ047772	U+103720
MJ047790	U+103721
MJ047791	U+103722
MJ047986	U+103723
MJ047987	U+103724
MJ048161	U+103725
MJ048162	U+103726
MJ048172	U+103727
MJ048181	U+103728
MJ048182	U+103729
MJ048245	U+10372A
MJ048246	U+10372B
MJ048321	U+10372C
MJ048322	U+10372D
MJ048358	U+10372E
MJ048359	U+10372F
MJ048363	U+103730
MJ048373	U+103731
MJ048374	U+103732
MJ048391	U+103733
MJ048418	U+103734
MJ048434	U+103735
MJ048486	U+103736
MJ048487	U+103737
MJ048522	U+103738
MJ048523	U+103739
MJ048809	U+10373A
MJ048810	U+10373B
MJ048895	U+10373C
MJ049014	U+10373D
MJ049028	U+10373E
MJ049029	U+10373F
MJ049070	U+103740
MJ049104	U+103741
MJ049105	U+103742
MJ049169	U+103743
MJ049239	U+103744
MJ049240	U+103745
MJ049294	U+103746
MJ049295	U+103747
MJ049300	U+103748
MJ049301	U+103749
MJ049344	U+10374A
MJ049345	U+10374B
MJ049443	U+10374C
MJ049485	U+10374D
MJ049486	U+10374E
MJ049589	U+10374F
MJ049590	U+103750
MJ049613	U+103751
MJ049614	U+103752
MJ049742	U+103753
MJ049743	U+103754
MJ049758	U+103755
MJ049759	U+103756
MJ049791	U+103757
MJ049792	U+103758
MJ049992	U+103759
MJ049993	U+10375A
MJ050235	U+10375B
MJ050631	U+10375C
MJ050632	U+10375D
MJ050748	U+10375E
MJ050749	U+10375F
MJ050768	U+103760
MJ050769	U+103761
MJ050774	U+103762
MJ050775	U+103763
MJ050779	U+103764
MJ050780	U+103765
MJ050800	U+103766
MJ050801	U+103767
MJ050818	U+103768
MJ050819	U+103769
MJ050822	U+10376A
MJ050823	U+10376B
MJ050848	U+10376C
MJ050849	U+10376D
MJ050852	U+10376E
MJ050853	U+10376F
MJ050868	U+103770
MJ050869	U+103771
MJ050877	U+103772
MJ050888	U+103773
MJ050889	U+103774
MJ050890	U+103775
MJ050902	U+103776
MJ050903	U+103777
MJ050907	U+103778
MJ050908	U+103779
MJ050933	U+10377A
MJ050934	U+10377B
MJ050936	U+10377C
MJ050937	U+10377D
MJ050944	U+10377E
MJ050945	U+10377F
MJ050949	U+103780
MJ050950	U+103781
MJ050956	U+103782
MJ050957	U+103783
MJ050958	U+103784
MJ050976	U+103785
MJ050977	U+103786
MJ050980	U+103787
MJ050981	U+103788
MJ050983	U+103789
MJ050984	U+10378A
MJ050990	U+10378B
MJ050991	U+10378C
MJ050992	U+10378D
MJ051008	U+10378E
MJ051009	U+10378F
MJ051011	U+103790
MJ051012	U+103791
MJ051044	U+103792
MJ051045	U+103793
MJ051046	U+103794
MJ051047	U+103795
MJ051051	U+103796
MJ051052	U+103797
MJ051060	U+103798
MJ051061	U+103799
MJ051088	U+10379A
MJ051089	U+10379B
MJ051093	U+10379C
MJ051094	U+10379D
MJ051123	U+10379E
MJ051124	U+10379F
MJ051137	U+1037A0
MJ051138	U+1037A1
MJ051146	U+1037A2
MJ051147	U+1037A3
MJ051161	U+1037A4
MJ051162	U+1037A5
MJ051165	U+1037A6
MJ051166	U+1037A7
MJ051167	U+1037A8
MJ051168	U+1037A9
MJ051169	U+1037AA
MJ051172	U+1037AB
MJ051173	U+1037AC
MJ051174	U+1037AD
MJ051296	U+1037AE
MJ051374	U+1037AF
MJ051498	U+1037B0
MJ051499	U+1037B1
MJ051702	U+1037B2
MJ051827	U+1037B3
MJ051828	U+1037B4
MJ051959	U+1037B5
MJ051960	U+1037B6
MJ052103	U+1037B7
MJ052218	U+1037B8
MJ052219	U+1037B9
MJ052468	U+1037BA
MJ052469	U+1037BB
MJ052596	U+1037BC
MJ052597	U+1037BD
MJ052666	U+1037BE
MJ052866	U+1037BF
MJ052867	U+1037C0
MJ052888	U+1037C1
MJ052889	U+1037C2
MJ052943	U+1037C3
MJ052944	U+1037C4
MJ052996	U+1037C5
MJ052997	U+1037C6
MJ053025	U+1037C7
MJ053026	U+1037C8
MJ053053	U+1037C9
MJ053054	U+1037CA
MJ053098	U+1037CB
MJ053254	U+1037CC
MJ053255	U+1037CD
MJ053281	U+1037CE
MJ053282	U+1037CF
MJ053402	U+1037D0
MJ053403	U+1037D1
MJ053407	U+1037D2
MJ053408	U+1037D3
MJ053409	U+1037D4
MJ053410	U+1037D5
MJ053412	U+1037D6
MJ053413	U+1037D7
MJ053418	U+1037D8
MJ053419	U+1037D9
MJ053437	U+1037DA
MJ053438	U+1037DB
MJ053608	U+1037DC
MJ053621	U+1037DD
MJ053709	U+1037DE
MJ053710	U+1037DF
MJ053809	U+1037E0
MJ053840	U+1037E1
MJ053841	U+1037E2
MJ053853	U+1037E3
MJ053854	U+1037E4
MJ053861	U+1037E5
MJ053862	U+1037E6
MJ053865	U+1037E7
MJ053866	U+1037E8
MJ053868	U+1037E9
MJ053869	U+1037EA
MJ053879	U+1037EB
MJ053880	U+1037EC
MJ053881	U+1037ED
MJ053882	U+1037EE
MJ053894	U+1037EF
MJ053895	U+1037F0
MJ053911	U+1037F1
MJ053912	U+1037F2
MJ053920	U+1037F3
MJ053921	U+1037F4
MJ053938	U+1037F5
MJ053939	U+1037F6
MJ053946	U+1037F7
MJ053947	U+1037F8
MJ053963	U+1037F9
MJ053964	U+1037FA
MJ053977	U+1037FB
MJ053978	U+1037FC
MJ053980	U+1037FD
MJ053981	U+1037FE
MJ053984	U+1037FF
MJ053985	U+103800
MJ053989	U+103801
MJ053990	U+103802
MJ053991	U+103803
MJ053996	U+103804
MJ053997	U+103805
MJ053999	U+103806
MJ054000	U+103807
MJ054001	U+103808
MJ054002	U+103809
MJ054009	U+10380A
MJ054010	U+10380B
MJ054015	U+10380C
MJ054016	U+10380D
MJ054017	U+10380E
MJ054022	U+10380F
MJ054023	U+103810
MJ054028	U+103811
MJ054040	U+103812
MJ054041	U+103813
MJ054044	U+103814
MJ054045	U+103815
MJ054062	U+103816
MJ054074	U+103817
MJ054075	U+103818
MJ054078	U+103819
MJ054079	U+10381A
MJ054089	U+10381B
MJ054090	U+10381C
MJ054092	U+10381D
MJ054093	U+10381E
MJ054095	U+10381F
MJ054096	U+103820
MJ054099	U+103821
MJ054100	U+103822
MJ054104	U+103823
MJ054105	U+103824
MJ054107	U+103825
MJ054108	U+103826
MJ054112	U+103827
MJ054113	U+103828
MJ054114	U+103829
MJ054116	U+10382A
MJ054117	U+10382B
MJ054118	U+10382C
MJ054124	U+10382D
MJ054125	U+10382E
MJ054136	U+10382F
MJ054137	U+103830
MJ054143	U+103831
MJ054144	U+103832
MJ054173	U+103833
MJ054174	U+103834
MJ054181	U+103835
MJ054182	U+103836
MJ054274	U+103837
MJ054275	U+103838
MJ054284	U+103839
MJ054285	U+10383A
MJ054361	U+10383B
MJ054564	U+10383C
MJ054636	U+10383D
MJ054637	U+10383E
MJ054715	U+10383F
MJ054792	U+103840
MJ054793	U+103841
MJ054845	U+103842
MJ054846	U+103843
MJ054860	U+103844
MJ054933	U+103845
MJ054934	U+103846
MJ055064	U+103847
MJ055065	U+103848
MJ055079	U+103849
MJ055180	U+10384A
MJ055216	U+10384B
MJ055217	U+10384C
MJ055218	U+10384D
MJ055250	U+10384E
MJ055251	U+10384F
MJ055264	U+103850
MJ055265	U+103851
MJ055266	U+103852
MJ055300	U+103853
MJ055301	U+103854
MJ055306	U+103855
MJ055307	U+103856
MJ055308	U+103857
MJ055309	U+103858
MJ055352	U+103859
MJ055353	U+10385A
MJ055359	U+10385B
MJ055513	U+10385C
MJ055514	U+10385D
MJ055546	U+10385E
MJ055547	U+10385F
MJ055624	U+103860
MJ055625	U+103861
MJ055658	U+103862
MJ055659	U+103863
MJ055824	U+103864
MJ055825	U+103865
MJ055897	U+103866
MJ055927	U+103867
MJ055928	U+103868
MJ055933	U+103869
MJ055934	U+10386A
MJ055944	U+10386B
MJ055945	U+10386C
MJ056012	U+10386D
MJ056013	U+10386E
MJ056020	U+10386F
MJ056052	U+103870
MJ056070	U+103871
MJ056071	U+103872
MJ056081	U+103873
MJ056102	U+103874
MJ056129	U+103875
MJ056130	U+103876
MJ056155	U+103877
MJ056156	U+103878
MJ056316	U+103879
MJ056317	U+10387A
MJ056429	U+10387B
MJ056430	U+10387C
MJ056431	U+10387D
MJ056432	U+10387E
MJ056433	U+10387F
MJ056436	U+103880
MJ056437	U+103881
MJ056440	U+103882
MJ056492	U+103883
MJ056493	U+103884
MJ056510	U+103885
MJ056511	U+103886
MJ056539	U+103887
MJ056540	U+103888
MJ056585	U+103889
MJ056586	U+10388A
MJ056635	U+10388B
MJ056636	U+10388C
MJ056762	U+10388D
MJ056763	U+10388E
MJ056764	U+10388F
MJ056765	U+103890
MJ056768	U+103891
MJ056769	U+103892
MJ056820	U+103893
MJ056821	U+103894
MJ056822	U+103895
MJ056823	U+103896
MJ056824	U+103897
MJ056825	U+103898
MJ056826	U+103899
MJ056828	U+10389A
MJ056829	U+10389B
MJ056830	U+10389C
MJ056831	U+10389D
MJ056832	U+10389E
MJ056833	U+10389F
MJ056834	U+1038A0
MJ056835	U+1038A1
MJ056836	U+1038A2
MJ056837	U+1038A3
MJ056838	U+1038A4
MJ056839	U+1038A5
MJ056840	U+1038A6
MJ056841	U+1038A7
MJ056842	U+1038A8
MJ056843	U+1038A9
MJ056844	U+1038AA
MJ056845	U+1038AB
MJ056846	U+1038AC
MJ056847	U+1038AD
MJ056848	U+1038AE
MJ056849	U+1038AF
MJ056850	U+1038B0
MJ056851	U+1038B1
MJ056852	U+1038B2
MJ056853	U+1038B3
MJ056854	U+1038B4
MJ056856	U+1038B5
MJ056858	U+1038B6
MJ056859	U+1038B7
MJ056860	U+1038B8
MJ056861	U+1038B9
MJ056862	U+1038BA
MJ056863	U+1038BB
MJ056864	U+1038BC
MJ056865	U+1038BD
MJ056866	U+1038BE
MJ056867	U+1038BF
MJ056868	U+1038C0
MJ056872	U+1038C1
MJ056873	U+1038C2
MJ056874	U+1038C3
MJ056875	U+1038C4
MJ056876	U+1038C5
MJ056877	U+1038C6
MJ056878	U+1038C7
MJ056881	U+1038C8
MJ056882	U+1038C9
MJ056883	U+1038CA
MJ056886	U+1038CB
MJ056887	U+1038CC
MJ056888	U+1038CD
MJ056889	U+1038CE
MJ056890	U+1038CF
MJ056891	U+1038D0
MJ056892	U+1038D1
MJ056893	U+1038D2
MJ056894	U+1038D3
MJ056895	U+1038D4
MJ056896	U+1038D5
MJ056897	U+1038D6
MJ056898	U+1038D7
MJ056899	U+1038D8
MJ056900	U+1038D9
MJ056902	U+1038DA
MJ056903	U+1038DB
MJ056904	U+1038DC
MJ056905	U+1038DD
MJ056906	U+1038DE
MJ056911	U+1038DF
MJ056914	U+1038E0
MJ056916	U+1038E1
MJ056917	U+1038E2
MJ056918	U+1038E3
MJ056919	U+1038E4
MJ056920	U+1038E5
MJ056921	U+1038E6
MJ056923	U+1038E7
MJ056924	U+1038E8
MJ056925	U+1038E9
MJ056926	U+1038EA
MJ056927	U+1038EB
MJ056928	U+1038EC
MJ056930	U+1038ED
MJ056931	U+1038EE
MJ056932	U+1038EF
MJ056933	U+1038F0
MJ056936	U+1038F1
MJ056937	U+1038F2
MJ056938	U+1038F3
MJ056942	U+1038F4
MJ056943	U+1038F5
MJ056944	U+1038F6
MJ056945	U+1038F7
MJ056948	U+1038F8
MJ056949	U+1038F9
MJ056950	U+1038FA
MJ056951	U+1038FB
MJ056952	U+1038FC
MJ056953	U+1038FD
MJ056954	U+1038FE
MJ056955	U+1038FF
MJ056956	U+103900
MJ056958	U+103901
MJ056959	U+103902
MJ056960	U+103903
MJ056961	U+103904
MJ056962	U+103905
MJ056963	U+103906
MJ056964	U+103907
MJ056965	U+103908
MJ056966	U+103909
MJ056967	U+10390A
MJ056968	U+10390B
MJ056969	U+10390C
MJ056970	U+10390D
MJ056971	U+10390E
MJ056972	U+10390F
MJ056973	U+103910
MJ056974	U+103911
MJ056977	U+103912
MJ056978	U+103913
MJ056979	U+103914
MJ056980	U+103915
MJ056981	U+103916
MJ056982	U+103917
MJ056983	U+103918
MJ056984	U+103919
MJ056985	U+10391A
MJ056986	U+10391B
MJ056987	U+10391C
MJ056988	U+10391D
MJ056989	U+10391E
MJ056990	U+10391F
MJ056991	U+103920
MJ056992	U+103921
MJ056993	U+103922
MJ056994	U+103923
MJ056995	U+103924
MJ056996	U+103925
MJ056997	U+103926
MJ056998	U+103927
MJ056999	U+103928
MJ057000	U+103929
MJ057001	U+10392A
MJ057002	U+10392B
MJ057003	U+10392C
MJ057004	U+10392D
MJ057005	U+10392E
MJ057006	U+10392F
MJ057007	U+103930
MJ057008	U+103931
MJ057009	U+103932
MJ057010	U+103933
MJ057011	U+103934
MJ057012	U+103935
MJ057013	U+103936
MJ057014	U+103937
MJ057015	U+103938
MJ057016	U+103939
MJ057017	U+10393A
MJ057018	U+10393B
MJ057019	U+10393C
MJ057020	U+10393D
MJ057021	U+10393E
MJ057022	U+10393F
MJ057023	U+103940
MJ057024	U+103941
MJ057025	U+103942
MJ057026	U+103943
MJ057027	U+103944
MJ057028	U+103945
MJ057029	U+103946
MJ057030	U+103947
MJ057031	U+103948
MJ057032	U+103949
MJ057036	U+10394A
MJ057037	U+10394B
MJ057039	U+10394C
MJ057040	U+10394D
MJ057041	U+10394E
MJ057043	U+10394F
MJ057046	U+103950
MJ057047	U+103951
MJ057048	U+103952
MJ057049	U+103953
MJ057050	U+103954
MJ057053	U+103955
MJ057054	U+103956
MJ057055	U+103957
MJ057056	U+103958
MJ057057	U+103959
MJ057058	U+10395A
MJ057060	U+10395B
MJ057061	U+10395C
MJ057064	U+10395D
MJ057065	U+10395E
MJ057068	U+10395F
MJ057069	U+103960
MJ057070	U+103961
MJ057071	U+103962
MJ057072	U+103963
MJ057073	U+103964
MJ057074	U+103965
MJ057075	U+103966
MJ057076	U+103967
MJ057079	U+103968
MJ057080	U+103969
MJ057081	U+10396A
MJ057082	U+10396B
MJ057083	U+10396C
MJ057084	U+10396D
MJ057085	U+10396E
MJ057086	U+10396F
MJ057087	U+103970
MJ057088	U+103971
MJ057089	U+103972
MJ057090	U+103973
MJ057091	U+103974
MJ057092	U+103975
MJ057093	U+103976
MJ057095	U+103977
MJ057096	U+103978
MJ057097	U+103979
MJ057102	U+10397A
MJ057103	U+10397B
MJ057104	U+10397C
MJ057105	U+10397D
MJ057106	U+10397E
MJ057107	U+10397F
MJ057108	U+103980
MJ057109	U+103981
MJ057110	U+103982
MJ057111	U+103983
MJ057115	U+103984
MJ057116	U+103985
MJ057117	U+103986
MJ057118	U+103987
MJ057119	U+103988
MJ057120	U+103989
MJ057121	U+10398A
MJ057123	U+10398B
MJ057124	U+10398C
MJ057125	U+10398D
MJ057126	U+10398E
MJ057127	U+10398F
MJ057128	U+103990
MJ057129	U+103991
MJ057130	U+103992
MJ057132	U+103993
MJ057133	U+103994
MJ057134	U+103995
MJ057135	U+103996
MJ057136	U+103997
MJ057137	U+103998
MJ057138	U+103999
MJ057139	U+10399A
MJ057140	U+10399B
MJ057141	U+10399C
MJ057142	U+10399D
MJ057143	U+10399E
MJ057144	U+10399F
MJ057145	U+1039A0
MJ057146	U+1039A1
MJ057147	U+1039A2
MJ057149	U+1039A3
MJ057151	U+1039A4
MJ057153	U+1039A5
MJ057154	U+1039A6
MJ057155	U+1039A7
MJ057156	U+1039A8
MJ057157	U+1039A9
MJ057159	U+1039AA
MJ057160	U+1039AB
MJ057161	U+1039AC
MJ057164	U+1039AD
MJ057165	U+1039AE
MJ057166	U+1039AF
MJ057167	U+1039B0
MJ057168	U+1039B1
MJ057171	U+1039B2
MJ057174	U+1039B3
MJ057175	U+1039B4
MJ057176	U+1039B5
MJ057177	U+1039B6
MJ057178	U+1039B7
MJ057179	U+1039B8
MJ057180	U+1039B9
MJ057182	U+1039BA
MJ057183	U+1039BB
MJ057185	U+1039BC
MJ057186	U+1039BD
MJ057190	U+1039BE
MJ057191	U+1039BF
MJ057192	U+1039C0
MJ057197	U+1039C1
MJ057198	U+1039C2
MJ057199	U+1039C3
MJ057200	U+1039C4
MJ057201	U+1039C5
MJ057202	U+1039C6
MJ057205	U+1039C7
MJ057207	U+1039C8
MJ057209	U+1039C9
MJ057210	U+1039CA
MJ057211	U+1039CB
MJ057212	U+1039CC
MJ057213	U+1039CD
MJ057214	U+1039CE
MJ057215	U+1039CF
MJ057217	U+1039D0
MJ057219	U+1039D1
MJ057220	U+1039D2
MJ057222	U+1039D3
MJ057223	U+1039D4
MJ057224	U+1039D5
MJ057225	U+1039D6
MJ057226	U+1039D7
MJ057228	U+1039D8
MJ057232	U+1039D9
MJ057234	U+1039DA
MJ057235	U+1039DB
MJ057236	U+1039DC
MJ057238	U+1039DD
MJ057239	U+1039DE
MJ057244	U+1039DF
MJ057245	U+1039E0
MJ057246	U+1039E1
MJ057249	U+1039E2
MJ057250	U+1039E3
MJ057251	U+1039E4
MJ057252	U+1039E5
MJ057253	U+1039E6
MJ057254	U+1039E7
MJ057255	U+1039E8
MJ057256	U+1039E9
MJ057257	U+1039EA
MJ057259	U+1039EB
MJ057260	U+1039EC
MJ057261	U+1039ED
MJ057262	U+1039EE
MJ057263	U+1039EF
MJ057264	U+1039F0
MJ057265	U+1039F1
MJ057266	U+1039F2
MJ057267	U+1039F3
MJ057268	U+1039F4
MJ057269	U+1039F5
MJ057270	U+1039F6
MJ057272	U+1039F7
MJ057274	U+1039F8
MJ057275	U+1039F9
MJ057276	U+1039FA
MJ057277	U+1039FB
MJ057279	U+1039FC
MJ057280	U+1039FD
MJ057281	U+1039FE
MJ057282	U+1039FF
MJ057283	U+103A00
MJ057284	U+103A01
MJ057285	U+103A02
MJ057286	U+103A03
MJ057287	U+103A04
MJ057288	U+103A05
MJ057290	U+103A06
MJ057295	U+103A07
MJ057298	U+103A08
MJ057299	U+103A09
MJ057300	U+103A0A
MJ057303	U+103A0B
MJ057309	U+103A0C
MJ057310	U+103A0D
MJ057313	U+103A0E
MJ057318	U+103A0F
MJ057320	U+103A10
MJ057322	U+103A11
MJ057323	U+103A12
MJ057325	U+103A13
MJ057326	U+103A14
MJ057328	U+103A15
MJ057329	U+103A16
MJ057330	U+103A17
MJ057331	U+103A18
MJ057332	U+103A19
MJ057334	U+103A1A
MJ057335	U+103A1B
MJ057336	U+103A1C
MJ057337	U+103A1D
MJ057338	U+103A1E
MJ057339	U+103A1F
MJ057340	U+103A20
MJ057341	U+103A21
MJ057342	U+103A22
MJ057344	U+103A23
MJ057346	U+103A24
MJ057347	U+103A25
MJ057348	U+103A26
MJ057349	U+103A27
MJ057350	U+103A28
MJ057351	U+103A29
MJ057352	U+103A2A
MJ057353	U+103A2B
MJ057354	U+103A2C
MJ057355	U+103A2D
MJ057356	U+103A2E
MJ057357	U+103A2F
MJ057358	U+103A30
MJ057359	U+103A31
MJ057360	U+103A32
MJ057361	U+103A33
MJ057362	U+103A34
MJ057363	U+103A35
MJ057364	U+103A36
MJ057365	U+103A37
MJ057366	U+103A38
MJ057369	U+103A39
MJ057370	U+103A3A
MJ057371	U+103A3B
MJ057374	U+103A3C
MJ057375	U+103A3D
